id_fonte_v7_2;url;dominio;annualita_nell_url;origini_nel_dataset;territori_collegati;moduli_collegati;strutture_collegate;verifica_link_v7_2;moduli;strutture;ultima_verifica
F72-0092;https://www.aslroma1.it/presidi-territoriali/centro-salute-mentale-gasparri;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;CSM Gasparri;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0093;https://www.aslroma1.it/presidi-territoriali/centro-salute-mentale-innocenzo-iv;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;CSM Innocenzo IV;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0094;https://www.aslroma1.it/presidi-territoriali/centro-salute-mentale-ventura;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;CSM Ventura;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0095;https://www.aslroma1.it/presidi-territoriali/centro-salute-mentale-via-boemondo;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;Presidio Boemondo;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0096;https://www.aslroma1.it/presidi-territoriali/centro-salute-mentale-via-farulli;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;CSM Farulli;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0097;https://www.aslroma1.it/presidi-territoriali/centro-salute-mentale-via-monte-tomatico;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;CSM Monte Tomatico;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0098;https://www.aslroma1.it/presidi-territoriali/centro-salute-mentale-via-palestro;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;CSM Palestro;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0099;https://www.aslroma1.it/presidi-territoriali/polo-integrato-salute-mentale-cassia;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;Polo Integrato Salute Mentale Cassia;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0100;https://www.aslroma1.it/presidi-territoriali/serd-nomentana-2b;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;SerD Nomentana;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0101;https://www.aslroma1.it/presidi-territoriali/serd-s-maria-della-pieta;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;SerD Santa Maria della Pietà;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0102;https://www.aslroma1.it/presidi-territoriali/serd-via-dei-frentani;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;Nuove Dipendenze — sede temporanea Palestro;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0103;https://www.aslroma1.it/presidi-territoriali/serd-via-dei-riari;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;SerD Riari;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0104;https://www.aslroma1.it/presidi-territoriali/serd-via-montesacro;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;SerD Montesacro;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0105;https://www.aslroma1.it/presidi-territoriali/servizio-dipendenze-marcigliana-serd;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;SerD Marcigliana;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0106;https://www.aslroma1.it/salute-mentale;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;DSM Roma 1 — riferimento organizzativo;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0107;https://www.aslroma1.it/servizi-tsmree-tutela-salute-mentale-e-riabilitazione-dell-eta-evolutiva;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;R1;;TSMREE Cassia | TSMREE Catone | TSMREE Dina Galli | TSMREE La Scarpetta | TSMREE Santa Maria della Pietà | TSMREE Tripoli;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0108;https://www.aslroma1.it/sportello-ascolto;www.aslroma1.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 1;;Coordinamento sportelli Scuola-Salute;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0109;https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf;www.aslroma2.it;2025;rete pubblica | verifica rete pubblica V7.2;ASL Roma 2;;Alcologia Appia Antica | CSM Bardanzellu | CSM Casilina | CSM Cinecittà | CSM Eucalipti | CSM Monza | CSM Orio Vergani | CSM Torre Spaccata | CSM Tosti | SerD Distretto 4 — ospitato altrove | SerD Distretto 5 | SerD Distretto 6 | SerD Distretto 7 | SerD Distretto 8 | SerD Distretto 9 | SerD Rebibbia;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0110;https://www.aslroma2.it/index.php/centri-diurni?id=31&view=page;www.aslroma2.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 2;;Centro Diurno Canapiglie–Pispole | Centro Diurno Casilina – Gattamelata | Centro Diurno Cinecittà | Centro Diurno L’Aquilone | Centro Diurno Manfredonia – Lo Stormo | Centro Diurno San Paolo | Centro Diurno Vergani | Centro Diurno Villa Lais;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0111;https://www.aslroma2.it/index.php/organizzazione/dipartimenti/dip-di-salute-mentale;www.aslroma2.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 2 | R2;;DSM Roma 2 — coordinamento | SPDC Ospedale San Giovanni | SPDC Ospedale Sandro Pertini | SPDC Ospedale Sant'Eugenio | TSMREE Casilina | TSMREE San Felice | TSMREE Torrenova;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0112;https://www.aslroma2.it/index.php/uosd-disturbi-del-comportamento-alimentare;www.aslroma2.it;;rete pubblica | verifica rete pubblica V7.2;R2;;UOSD Disturbi del Comportamento Alimentare - CTO;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0113;https://www.aslroma2.it/index.php/uosd-residenzialita-salute-mentale;www.aslroma2.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 2;;SRSR H12 Le Terrazze/Lunghezza | SRTRe Salone – Mario Gozzano (D6) | SRTRe Sillani – Il Ponte e l’Albero | SRTRe Urbania;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0114;https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/;www.aslroma3.it;;moduli | verifica privata V7.2;Roma 3;MOD-001 | MOD-002 | MOD-003 | MOD-004 | MOD-005 | MOD-009;Villa Armonia Nuova | Villa Giuseppina;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0115;https://www.aslroma3.it/asl-roma-3-dal-15-aprile-chiude-spdc-al-san-camillo-forlanini/;www.aslroma3.it;;rete pubblica | verifica rete pubblica V7.2;R3;;SPDC San Camillo Forlanini;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0116;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/;www.aslroma3.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 3;;Direzione DSM Roma 3;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0117;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uoc-salute-e-dipendenze-ser-d/;www.aslroma3.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 3;;PDTA fragilità minori e giovani — Lupatelli | SerD Casaletto | SerD Tagaste;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0118;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uoc-salute-mentale-distretto-sanitario-comune-di-fiumicino/;www.aslroma3.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 3;;CSM Fiumicino | Centro Diurno Terapeutico Riabilitativo Fiumicino;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0119;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uoc-salute-mentale-distretto-sanitario-municipio-x/;www.aslroma3.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 3 | R3;;CSM Acilia — ambulatorio decentrato | CSM Ostia | Centro Diurno Acilia | Centro Diurno Tagaste;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0120;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uoc-salute-mentale-distretto-sanitario-municipio-xi/;www.aslroma3.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 3 | R3;;CSM Municipio XI — Portuense | Centro Diurno Brisse | Centro Diurno Mazzacurati;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0121;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uoc-salute-mentale-distretto-sanitario-municipio-xii/;www.aslroma3.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 3 | R3;;CSM Municipio XII — Giovagnoli | Centro Diurno Cantiere 24 | Centro Diurno Monteverde;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0122;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uoc-salute-mentale-municipio-x-e-comune-di-fiumicino/;www.aslroma3.it;;verifica rete pubblica V7.2;R3;;Centro Diurno Acilia | Centro Diurno Cantiere 24 | Centro Diurno Tagaste;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0123;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uoc-salute-mentale-xi-e-xii-municipio/;www.aslroma3.it;;verifica rete pubblica V7.2;R3;;Centro Diurno Mazzacurati | Centro Diurno Monteverde;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0124;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uoc-servizio-psichiatrico-di-diagnosi-e-cura-s-p-d-c-ospedale-grassi/;www.aslroma3.it;;rete pubblica | verifica rete pubblica V7.2;R3;;SPDC G.B. Grassi;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0125;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uosd-residenzialita-in-salute-mentale/;www.aslroma3.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 3;;SRSR H24 Mazzacurati | SRTRe Catacombe di Generosa;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0126;https://www.aslroma3.it/ser-d-servizio-trattamento-delle-dipendenze/;www.aslroma3.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 3;;Sportello Ascolto Giovani Dipendenze — Colautti | Sportello Ascolto Giovani Dipendenze — Fiumicino | Sportello Ascolto Giovani Dipendenze — Ostia;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0127;https://www.aslroma3.it/servizi-dalla-a-alla-z/t/tsmree-tutela-salute-mentale-e-riabilitazione-in-eta-evolutiva/;www.aslroma3.it;;rete pubblica | verifica rete pubblica V7.2;R3;;NPIA / TSMREE Fiumicino;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0128;https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15592_villa-giuseppina.pdf;www.aslroma3.it;2025;moduli;Roma 3;MOD-006 | MOD-007 | MOD-008 | MOD-009;Villa Giuseppina;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0129;https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf;www.aslroma3.it;2025;moduli;Roma 3;MOD-001 | MOD-002 | MOD-003 | MOD-004 | MOD-005;Villa Armonia Nuova;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0130;https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15594-_villa-letizia-srl-_-villa-letizia.pdf;www.aslroma3.it;2025;moduli;Roma 3;MOD-010 | MOD-011;Villa Letizia;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0131;https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15595_villa-letizia-srl-_-villa-madre-chiara-ricci.pdf;www.aslroma3.it;2025;moduli;Roma 3;MOD-012;Villa Madre Chiara Ricci;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0132;https://www.aslroma3.it/wp-content/uploads/2026/07/contratto_budget_04_05_31_12_26-1.pdf;www.aslroma3.it;2026;moduli;Roma 3;MOD-013;Casa Siloè;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0133;https://www.aslroma4.it/azienda/dipartimenti/dipartimento-di-salute-mentale;www.aslroma4.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 4 | R4;;Centro Diurno Riabilitativo Distretto 1 | Centro Diurno Riabilitativo Distretto 2 | Centro Diurno Riabilitativo Distretto 3 | Centro Diurno Riabilitativo Distretto 4 | Direzione DSM Roma 4 | Polo DNA Santa Marinella | SPDC Ospedale San Paolo | SRTRe Il Melograno;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0134;https://www.aslroma4.it/strutture-sanitarie/ser-d-servizio-per-le-dipendenze;www.aslroma4.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 4;;SerD Bracciano | SerD Capena | SerD Civitavecchia;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0135;https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale;www.aslroma4.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 4 | R4;;CSM Distretto 1 — Civitavecchia | CSM Distretto 2 — Ladispoli | CSM Distretto 3 — Bracciano | CSM Distretto 4 — Morlupo | Centro Diurno Riabilitativo Distretto 1 | Centro Diurno Riabilitativo Distretto 2 | Centro Diurno Riabilitativo Distretto 3 | Centro Diurno Riabilitativo Distretto 4 | SRTRe Il Melograno;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0136;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;www.aslroma5.it;2025;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;Centro Diurno Colleferro | Centro Diurno Guidonia | Centro Diurno Monterotondo | Centro Diurno Palestrina | Centro Diurno Subiaco | Centro Diurno Tivoli;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0137;https://www.aslroma5.it/disturbi-alimentari/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;R5;;UOSD DNA Palombara Sabina | UOSD DNA Tivoli;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0138;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;Direzione DSM-DP Roma 5;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0139;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/cosa-sono-gli-spdc/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;R5;;SPDC Colleferro | SPDC Monterotondo | SPDC Tivoli;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0140;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/cosa-sono-i-serd/servizio-per-le-dipendenze-patologiche-colleferro/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;SerD Colleferro;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0141;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/cosa-sono-i-serd/servizio-per-le-dipendenze-patologiche-monterotondo/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;SerD Monterotondo;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0142;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/cosa-sono-i-serd/servizio-per-le-dipendenze-patologiche-palestrina/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;SerD Palestrina;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0143;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/cosa-sono-i-serd/servizio-per-le-dipendenze-patologiche-subiaco/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;SerD Subiaco;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0144;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/cosa-sono-i-serd/servizio-per-le-dipendenze-patologiche-tivoli-guidonia/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;SerD Tivoli/Guidonia;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0145;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/cosa-sono-le-npia/npia-di-guidonia/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;R5;;NPIA Guidonia;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0146;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/cosa-sono-le-npia/npia-di-subiaco-e-olevano-romano/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;R5;;NPIA Olevano Romano | NPIA Subiaco;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0147;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/uoc-csm-di-colleferro-e-palestrina/uos-csm-di-colleferro/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;CSM Colleferro;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0148;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/uoc-csm-di-colleferro-e-palestrina/uos-csm-di-palestrina/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;CSM Palestrina;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0149;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/uoc-csm-subiaco-e-tivoli/uos-csm-di-subiaco/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;CSM Subiaco;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0150;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/uoc-csm-subiaco-e-tivoli/uos-csm-di-tivoli/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;CSM Tivoli;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0151;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/uos-csm-di-guidonia/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;CSM Guidonia;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0152;https://www.aslroma5.it/dsmdp-dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche/uos-csm-di-monterotondo/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;CSM Monterotondo;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0153;https://www.aslroma5.it/gioco-dazzardo-e-altre-dipendenze-comportamentali/;www.aslroma5.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 5;;SerD Colleferro | SerD Monterotondo | SerD Palestrina | SerD Subiaco | SerD Tivoli/Guidonia;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0154;https://www.aslroma5.it/wp-content/uploads/2026/07/Delibera-n.-110-del-30.01.2025-BUDGET-PSICHIATRICHE.pdf;www.aslroma5.it;2025, 2026;moduli;Roma 5;MOD-022 | MOD-023 | MOD-024 | MOD-025 | MOD-026 | MOD-027 | MOD-028 | MOD-061 | MOD-062 | MOD-063 | MOD-064 | MOD-065 | MOD-066 | MOD-067 | MOD-068 | MOD-069 | MOD-070 | MOD-071 | MOD-072 | MOD-073 | MOD-074 | MOD-075 | MOD-076 | MOD-077 | MOD-078 | MOD-079 | MOD-080 | MOD-081 | MOD-082;Al Colle | Canterano | Castel Madama | Colle Cesarano | Comunità Francesco | Il Colle | Insieme ONLUS | La Staffa | Operiamo Insieme | Rosaurora | Villa Adriana | Villa Elisa | Villa Letizia — EGO | Villa Maddalena | Villaggio Adriano | Villanova;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0155;https://www.aslroma5.it/wp-content/uploads/2026/07/Delibera-n.-404-del-10.03.2025-BUDGET-PSICHIATRICHE-INTEGRAZIONE.pdf;www.aslroma5.it;2025, 2026;moduli;Roma 5;MOD-022 | MOD-023 | MOD-024 | MOD-025 | MOD-026 | MOD-027 | MOD-028 | MOD-061 | MOD-062 | MOD-063 | MOD-064 | MOD-065 | MOD-066 | MOD-067 | MOD-068 | MOD-069 | MOD-070;Al Colle | Colle Cesarano | Comunità Francesco | Il Colle | Insieme ONLUS | La Staffa | Operiamo Insieme | Rosaurora | Villa Elisa | Villa Letizia — EGO | Villa Maddalena;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0156;https://www.aslroma6.it/;www.aslroma6.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 6;;Direzione DSM, NPIA e Dipendenze Roma 6;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0157;https://www.associazionelatenda.org/;www.associazionelatenda.org;;moduli;Roma 2;MOD-086;Associazione La Tenda ETS;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0158;https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;www.ausl.latina.it;;rete pubblica | verifica rete pubblica V7.2;ASL Latina | LT;;CSM Aprilia | CSM Cisterna di Latina | CSM Fondi | CSM Formia | CSM Latina | CSM Monti Lepini — Priverno | CSM Monti Lepini — Sezze | CSM Sabaudia | CSM Terracina | Centro Diurno Formia / Maricae | Centro Diurno Latina | Centro Diurno Terracina | Comunità Terapeutica Riabilitativa Maricae 1-3 | Comunità Terapeutica Santa Fecitola | Direzione DSM Latina | NPIA Aprilia | NPIA Fondi | NPIA Gaeta | NPIA Latina | SPDC Formia - Ospedale Dono Svizzero | SPDC Latina - Ospedale S.M. Goretti | SerD Aprilia | SerD Formia | SerD Latina | SerD Priverno | SerD Terracina;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0159;https://www.ceisroma.it/info-trasparenza/;www.ceisroma.it;;moduli;Roma 2 | Roma 6;MOD-057 | MOD-058 | MOD-059;Comunità Ambrosini / PaoloVI | Comunità Santa Maria / Capannelle | San Carlo e Villa Santa Francesca Romana;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0160;https://www.ceisroma.it/la-gratuita-di-tutti-i-servizi-e-il-nostro-personale/;www.ceisroma.it;;moduli;Roma 2 | Roma 6;MOD-057 | MOD-058 | MOD-059;Comunità Ambrosini / PaoloVI | Comunità Santa Maria / Capannelle | San Carlo e Villa Santa Francesca Romana;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0161;https://www.ceisroma.it/project/comunita-ambrosini-servizio-semiresidenziale-terapeutico-riabilitativo-per-persone-dipendenti/;www.ceisroma.it;;moduli;Roma 2;MOD-057;Comunità Ambrosini / PaoloVI;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0162;https://www.ceisroma.it/project/comunita-san-carlo-e-villa-santa-francesca-romana-servizio-residenziale-pedagogico-riabilitativo-per-persone-dipendenti/;www.ceisroma.it;;moduli;Roma 6;MOD-059;San Carlo e Villa Santa Francesca Romana;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0163;https://www.ceisroma.it/project/comunita-santa-maria-servizio-residenziale-terapeutico-riabilitativo-per-persone-dipendenti/;www.ceisroma.it;;moduli;Roma 2;MOD-058;Comunità Santa Maria / Capannelle;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0164;https://www.ceisroma.it/wp-content/uploads/2021/05/carta-servizi-2021.pdf;www.ceisroma.it;2021;moduli;Roma 2 | Roma 6;MOD-057 | MOD-058 | MOD-059;Comunità Ambrosini / PaoloVI | Comunità Santa Maria / Capannelle | San Carlo e Villa Santa Francesca Romana;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0165;https://www.ceisroma.it/wp-content/uploads/2023/05/Bilancio-sociale-2021-al-14_05_21.pdf;www.ceisroma.it;2021, 2023;moduli | verifica privata V7.2;Roma 6;MOD-059;San Carlo e Villa Santa Francesca Romana;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0166;https://www.ceisroma.it/wp-content/uploads/2026/03/CARTA-SERVIZI-CT-AMBROSINI.pdf;www.ceisroma.it;2026;moduli;Roma 2;MOD-057;Comunità Ambrosini / PaoloVI;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0167;https://www.ceisroma.it/wp-content/uploads/2026/03/CARTA-SERVIZI-CT-SAN-CARLO.pdf;www.ceisroma.it;2026;moduli;Roma 6;MOD-059;San Carlo e Villa Santa Francesca Romana;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0168;https://www.ceisroma.it/wp-content/uploads/2026/06/PARS-CEIS-AMBROSINI-2026.pdf;www.ceisroma.it;2026;moduli;Roma 2;MOD-057;Comunità Ambrosini / PaoloVI;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0169;https://www.ceisroma.it/wp-content/uploads/2026/06/PARS-CEIS-CAPANNELLE-2026.pdf;www.ceisroma.it;2026;moduli;Roma 2;MOD-058;Comunità Santa Maria / Capannelle;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0170;https://www.ceisroma.it/wp-content/uploads/2026/06/PARS-CEIS-SAN-CARLO-2026.pdf;www.ceisroma.it;2026;moduli;Roma 6;MOD-059;San Carlo e Villa Santa Francesca Romana;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0171;https://www.collecesarano.com/;www.collecesarano.com;;moduli;Roma 5;MOD-022 | MOD-023 | MOD-024 | MOD-025 | MOD-026 | MOD-027 | MOD-028;Colle Cesarano;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0172;https://www.collecesarano.com/contatti/;www.collecesarano.com;;moduli;Roma 5;MOD-022 | MOD-023 | MOD-024 | MOD-025 | MOD-026 | MOD-027 | MOD-028;Colle Cesarano;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0173;https://www.collecesarano.com/srtr-intensiva/;www.collecesarano.com;;moduli;Roma 5;MOD-022 | MOD-023 | MOD-024 | MOD-025 | MOD-026 | MOD-027 | MOD-028;Colle Cesarano;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0174;https://www.collecesarano.com/stpit/;www.collecesarano.com;;moduli;Roma 5;MOD-022 | MOD-023 | MOD-024 | MOD-025 | MOD-026 | MOD-027 | MOD-028;Colle Cesarano;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0175;https://www.comunitainsieme.com/download/amministrazione_trasparente/carta_dei_servizi_26.pdf;www.comunitainsieme.com;;moduli | verifica privata V7.2;Frosinone | Latina;MOD-039 | MOD-040 | MOD-041 | MOD-042 | MOD-043 | MOD-044 | MOD-045 | MOD-046 | MOD-047;Alberto Pezzi | Insieme Arcobaleno | Insieme Ausonia | Insieme Mongolfiera | Insieme Spigno | Insieme1 Luna | Insieme1 Sole | Insieme2 | Redzep Sestovic;"URL estratto dal dataset; disponibilità live non garantita";;;
