"dataset";"id";"nome";"asl";"stato_v7_6";"data_riesame_parziale";"campi_riesaminati";"fonti_riesame";"data_originale";"note"
"rete";"FR-16";"Ambulatorio CSM Sora — Atina";"ASL Frosinone";"non_riesaminato";"";"";"";"2026-09-19";""
"rete";"LT-01";"Direzione DSM Latina";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";""
"rete";"LT-02";"CSM Aprilia";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email | orari";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-03";"CSM Cisterna di Latina";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email | orari";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-04";"CSM Latina";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email | orari";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"La stessa pagina contiene due recapiti/sedi interne: nessuna scelta arbitraria della versione vigente."
"rete";"LT-05";"CSM Sabaudia";"ASL Latina";"riesame_parziale";"2026-09-21";"telefono | email | orari";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"Orari discordanti nella stessa fonte."
"rete";"LT-06";"CSM Monti Lepini — Sezze";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email | orari";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-07";"CSM Monti Lepini — Priverno";"ASL Latina";"riesame_parziale";"2026-09-21";"telefono | email | orari";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"Incongruenza della tabella, non rielaborata in un calendario presunto."
"rete";"LT-08";"CSM Terracina";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email | orari";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-09";"CSM Fondi";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email | orari";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-10";"CSM Formia";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email | orari";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-11";"SerD Aprilia";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-12";"SerD Latina";"ASL Latina";"riesame_parziale";"2026-09-21";"telefono | email";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"Il possibile refuso non viene corretto in un recapito mai verificato."
"rete";"LT-13";"SerD Priverno";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-14";"SerD Terracina";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-15";"SerD Formia";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-19";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-001";"SPDC Santo Spirito";"R1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-002";"SPDC San Filippo Neri";"R1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-003";"TSMREE La Scarpetta";"R1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-004";"TSMREE Tripoli";"R1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-005";"TSMREE Dina Galli";"R1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-006";"TSMREE Catone";"R1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-007";"TSMREE Santa Maria della Pietà";"R1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-008";"TSMREE Cassia";"R1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-009";"Ambulatorio DCA Santa Maria della Pietà";"R1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-017";"SPDC Ospedale Sandro Pertini";"R2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-018";"SPDC Ospedale Sant'Eugenio";"R2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-019";"SPDC Ospedale San Giovanni";"R2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-020";"UOSD Disturbi del Comportamento Alimentare - CTO";"R2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-021";"TSMREE San Felice";"R2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-022";"TSMREE Casilina";"R2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-023";"TSMREE Torrenova";"R2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-024";"SPDC G.B. Grassi";"R3";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-025";"SPDC San Camillo Forlanini";"R3";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-032";"NPIA / TSMREE Fiumicino";"R3";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-033";"SPDC Ospedale San Paolo";"R4";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-039";"Polo DNA Santa Marinella";"R4";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-040";"SPDC Monterotondo";"R5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-041";"SPDC Tivoli";"R5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-042";"SPDC Colleferro";"R5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-049";"UOSD DNA Tivoli";"R5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-050";"UOSD DNA Palombara Sabina";"R5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-051";"NPIA Guidonia";"R5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-052";"NPIA Subiaco";"R5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-053";"NPIA Olevano Romano";"R5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-054";"SPDC Ospedale dei Castelli";"R6";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-055";"SPDC P.O. H1";"R6";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-057";"TSMREE Frascati";"R6";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-058";"TSMREE Velletri";"R6";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-059";"TSMREE Ariccia";"R6";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-060";"DCA Minori Ariccia";"R6";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-061";"Ambulatorio Disturbi Alimentari Ospedale dei Castelli";"R6";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-062";"SPDC San Camillo de Lellis";"RI";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-065";"Ambulatorio Disturbi Nutrizione e Alimentazione Rieti";"RI";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-066";"SPDC Ospedale Santa Rosa";"VT";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-068";"TSMREE Acquapendente";"VT";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-069";"TSMREE Montefiascone";"VT";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-070";"TSMREE Tarquinia";"VT";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-071";"TSMREE Tuscania";"VT";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-072";"TSMREE Viterbo";"VT";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-073";"Ambulatorio DNA Viterbo";"VT";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-074";"SPDC Frosinone-Alatri";"FR";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-075";"SPDC Cassino";"FR";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-076";"SPDC Sora";"FR";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-082";"UOSD Disturbi Nutrizione e Alimentazione";"FR";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-084";"SPDC Latina - Ospedale S.M. Goretti";"LT";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-20";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-085";"SPDC Formia - Ospedale Dono Svizzero";"LT";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-20";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-089";"NPIA Latina";"LT";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-090";"NPIA Aprilia";"LT";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-091";"NPIA Fondi";"LT";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-092";"NPIA Gaeta";"LT";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-026";"Centro Diurno Brisse";"R3";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-027";"Centro Diurno Mazzacurati";"R3";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-028";"Centro Diurno Tagaste";"R3";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-029";"Centro Diurno Acilia";"R3";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-030";"Centro Diurno Monteverde";"R3";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-031";"Centro Diurno Cantiere 24";"R3";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-034";"Centro Diurno Riabilitativo Distretto 1";"R4";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email | orari | accesso";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"2026-09-20";""
"rete";"NET-035";"Centro Diurno Riabilitativo Distretto 2";"R4";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email | orari | accesso";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"2026-09-20";""
"rete";"NET-036";"Centro Diurno Riabilitativo Distretto 3";"R4";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email | orari | accesso";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"2026-09-20";""
"rete";"NET-037";"Centro Diurno Riabilitativo Distretto 4";"R4";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email | orari | accesso";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"2026-09-20";""
"rete";"NET-038";"SRTRe Il Melograno";"R4";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email | orari | posti_dichiarati | accesso | destinatari | servizi";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"2026-09-20";"Dieci posti sono una dotazione indicata dalla pagina: non sono posti liberi né una quantificazione di posti contrattualizzati."
"rete";"NET-010";"Centro Diurno Forte Antenne";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-011";"Centro Diurno Boemondo";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-012";"Centro Diurno Gasparri";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-013";"Centro Diurno Borromeo";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-014";"SRTRe Sabrata";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-015";"SRSR Nomentana";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-016";"SRTRe Casal Piombino PIPSM";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-043";"Centro Diurno Guidonia";"ASL Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-044";"Centro Diurno Monterotondo";"ASL Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-045";"Centro Diurno Tivoli";"ASL Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-046";"Centro Diurno Subiaco";"ASL Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-047";"Centro Diurno Palestrina";"ASL Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-048";"Centro Diurno Colleferro";"ASL Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-056";"Centro Diurno Pomezia";"ASL Roma 6";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-063";"Centro Diurno Rieti";"ASL Rieti";"riesame_parziale";"2026-09-21";"indirizzo | telefono | orari";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"2026-09-20";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"NET-064";"Centro Diurno Cicolano";"ASL Rieti";"riesame_parziale";"2026-09-21";"indirizzo | telefono | orari";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"2026-09-20";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"NET-067";"Centro Diurno Montefiascone";"ASL Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-077";"Centro Diurno Orizzonti Aperti";"ASL Frosinone";"riesame_parziale";"2026-09-21";"orari | accesso | indirizzo | telefono | email";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"2026-09-20";"Solo riscontro del testo indicizzato della pagina ASL; modalità relative a Orizzonti Aperti, non a tutti i centri. | Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-078";"Centro Diurno Oltre il Muro";"ASL Frosinone";"riesame_parziale";"2026-09-21";"orari | accesso | indirizzo | telefono | email";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"2026-09-20";"Solo riscontro del testo indicizzato; modalità riferite a Oltre il Muro. | Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-079";"Centro Diurno La Bussola";"ASL Frosinone";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"2026-09-20";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-080";"Centro Diurno Isola del Liri";"ASL Frosinone";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"2026-09-20";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-081";"Centro Diurno Il Sentiero";"ASL Frosinone";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"2026-09-20";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-083";"UOC Residenzialità e Semiresidenzialità";"ASL Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-086";"Centro Diurno Latina";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-20";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-087";"Centro Diurno Terracina";"ASL Latina";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-088";"Centro Diurno Formia / Maricae";"ASL Latina";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET-093";"Comunità Terapeutica Santa Fecitola";"ASL Latina";"riesame_parziale";"2026-09-21";"indirizzo | telefono | email";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-20";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-094";"Comunità Terapeutica Riabilitativa Maricae 1-3";"ASL Latina";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-001";"Centro Diurno Palestro";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-002";"Centro Diurno Plinio P.I.P.S.M. Polo Ovest";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-003";"Centro Diurno Via Sabotino";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-004";"Gruppo Appartamento Baccina";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-005";"Gruppo Appartamento Bramante";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-006";"Gruppo Appartamento Milizie";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-007";"Gruppo Appartamento P.I.P.S.M. Oslavia";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-008";"SRSR Via Giacomo Della Porta";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-009";"SRTRe P.I.P.S.M. Ripa Grande";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-010";"SRTRe Piatti";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-011";"Centro Diurno Sabrata P.I.P.S.M. Polo Est";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-012";"Gruppo Appartamento Turchia";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-013";"Centro Diurno Monte Tomatico";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-014";"Centro Diurno Pasquariello";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-015";"Gruppo Appartamento Quarrata";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-016";"SRSR Via Scarpanto";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-017";"SRTRe Marcigliana";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-018";"Centro Diurno Valle Aurelia";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-019";"Gruppo Appartamento Sodini";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-020";"SRTRe Castel di Guido";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-021";"SRSR H12 Gasparri";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-022";"Centro Diurno Di Giorgio";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-023";"Gruppo Appartamento Galline Bianche";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-024";"Gruppo Appartamento Prima Porta";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R1-025";"SRSR H12 Antonino Di Giorgio";"ASL Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R2-001";"Centro Diurno L’Aquilone";"ASL Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R2-002";"Centro Diurno Casilina – Gattamelata";"ASL Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R2-003";"Centro Diurno Manfredonia – Lo Stormo";"ASL Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R2-004";"Centro Diurno Canapiglie–Pispole";"ASL Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R2-005";"Centro Diurno Cinecittà";"ASL Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R2-006";"Centro Diurno Villa Lais";"ASL Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R2-007";"Centro Diurno San Paolo";"ASL Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R2-008";"Centro Diurno Vergani";"ASL Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R2-009";"SRTRe Sillani – Il Ponte e l’Albero";"ASL Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R2-010";"SRTRe Salone – Mario Gozzano (D6)";"ASL Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R2-011";"SRTRe Urbania";"ASL Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R2-012";"SRSR H12 Le Terrazze/Lunghezza";"ASL Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R3-001";"SRTRe Catacombe di Generosa";"ASL Roma 3";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R3-002";"SRSR H24 Mazzacurati";"ASL Roma 3";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-R3-003";"Centro Diurno Terapeutico Riabilitativo Fiumicino";"ASL Roma 3";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-RI-001";"Comunità Terapeutico-Riabilitativa La Villa";"ASL Rieti";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-RI-002";"Centro Diurno Psichiatrico Melograno – Poggio Mirteto";"ASL Rieti";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-VT-001";"Centro Diurno DSM Tarquinia";"ASL Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-VT-002";"Centro Diurno DSM Viterbo";"ASL Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-VT-003";"Centro Diurno DSM Civita Castellana";"ASL Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-VT-004";"SRSR H24 Villa San Giuseppe";"ASL Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-VT-005";"SRSR Marco Binelli";"ASL Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-FR-001";"SRTRe Franco Basaglia";"ASL Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-FR-002";"SRTRe Romolo Priori";"ASL Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"PUB72-FR-003";"SRTRe Maxwell Jones";"ASL Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"rete";"NET76-001";"Centro Diurno Aprilia";"ASL Latina";"nuovo_record";"2026-09-21";"";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"2026-09-21";"Fonti attribuite al nuovo record; nessuna conferma telefonica."
"moduli";"MOD-038";"Abaton / Progetto Insieme Castelforte";"Latina";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-091";"Agatos – Comunità Francesco Giugliarelli";"Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-064";"Al Colle";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-046";"Alberto Pezzi";"Latina";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-086";"Associazione La Tenda ETS";"Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-094";"Borgo San Tommaso";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-081";"Canterano";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-082";"Canterano";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-013";"Casa Siloè";"Roma 3";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-075";"Castel Madama";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-076";"Castel Madama";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-025";"Colle Cesarano";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-026";"Colle Cesarano";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-027";"Colle Cesarano";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-028";"Colle Cesarano";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-024";"Colle Cesarano";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-023";"Colle Cesarano";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-057";"Comunità Ambrosini / PaoloVI";"Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-069";"Comunità Francesco";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-058";"Comunità Santa Maria / Capannelle";"Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
