id;nome;asl;tipo;comune;indirizzo;telefono;email;servizi;attribuzione_servizi;accesso;orari;fonte;gestione;verifica;ultima_verifica;note;origine_dato_v7;stato_riesame_v7;nota_temporale_v7;titolarita_v6;esito_v6;fonte_v6;livello_prova_v6;note_v6;origine_record_v7_2;stato_verifica_v7_2;fonte_verifica_v7_2;data_verifica_v7_2;note_v7_2
R6-01;Direzione DSM, NPIA e Dipendenze Roma 6;ASL Roma 6;DSM;Albano Laziale;Via Olivella, km 1;0693273112 / 0693273118 / 0693273119 / 0693273187 / 0693273132;salute.mentale@aslroma6.it;Direzione e coordinamento dipartimentale;Dato già presente nel censimento precedente;ND — non documentato nelle fonti consultate;ND — non documentato nelle fonti consultate;https://www.aslroma6.it/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma6.it/;;
R6-02;CSM Anzio/Nettuno;ASL Roma 6;CSM;Anzio;Villa Albani, ingresso Viale Mencacci / Via Aldobrandini, 32;0693276318;csm.anzio@aslroma6.it;"Servizi documentati nel vademecum di rete (non catalogo clinico esaustivo): accesso diretto o su invio di altro servizio; accoglienza e ascolto; visite psichiatriche e psicologiche; valutazione e raccordo con la rete nei casi in cui emergano situazioni di rischio/violenza, nel rispetto del percorso terapeutico.";Profilo di servizio del vademecum interistituzionale ASL Roma 6/Procura — non esaustivo;Contattare il servizio per primo accesso e bacino territoriale;"Lun–ven 08:00–20:00; sab 08:00–14:00";https://conteinrete.it/vademecum/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://conteinrete.it/vademecum/;;
R6-03;CSM Pomezia;ASL Roma 6;CSM;Pomezia;Via del Mare, km 19;0693274664;csm.pomezia@aslroma6.it;"Servizi documentati nel vademecum di rete (non catalogo clinico esaustivo): accesso diretto o su invio di altro servizio; accoglienza e ascolto; visite psichiatriche e psicologiche; valutazione e raccordo con la rete nei casi in cui emergano situazioni di rischio/violenza, nel rispetto del percorso terapeutico.";Profilo di servizio del vademecum interistituzionale ASL Roma 6/Procura — non esaustivo;Contattare il servizio per primo accesso e bacino territoriale;"Lun–ven 08:00–20:00; sab 08:00–14:00";https://conteinrete.it/vademecum/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://conteinrete.it/vademecum/;;
R6-04;CSM Velletri;ASL Roma 6;CSM;Velletri;Via Ariana, 26;0693272111;csm.velletri@aslroma6.it;"Servizi documentati nel vademecum di rete (non catalogo clinico esaustivo): accesso diretto o su invio di altro servizio; accoglienza e ascolto; visite psichiatriche e psicologiche; valutazione e raccordo con la rete nei casi in cui emergano situazioni di rischio/violenza, nel rispetto del percorso terapeutico.";Profilo di servizio del vademecum interistituzionale ASL Roma 6/Procura — non esaustivo;Contattare il servizio per primo accesso e bacino territoriale;"Lun–ven 07:30–19:30; sab 07:30–14:00";https://conteinrete.it/vademecum/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://conteinrete.it/vademecum/;;
R6-05;CSM Ciampino;ASL Roma 6;CSM;Ciampino;Via F. Baracca, 17/19;0693275115;csm.ciampino@aslroma6.it;"Servizi documentati nel vademecum di rete (non catalogo clinico esaustivo): accesso diretto o su invio di altro servizio; accoglienza e ascolto; visite psichiatriche e psicologiche; valutazione e raccordo con la rete nei casi in cui emergano situazioni di rischio/violenza, nel rispetto del percorso terapeutico.";Profilo di servizio del vademecum interistituzionale ASL Roma 6/Procura — non esaustivo;Contattare il servizio per primo accesso e bacino territoriale;"Lun–ven 08:00–20:00; sab 08:00–14:00";https://conteinrete.it/vademecum/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://conteinrete.it/vademecum/;;
R6-06;CSM Frascati;ASL Roma 6;CSM;Frascati;Via Enrico Fermi, 2;0693274443;csm.frascati@aslroma6.it;"Servizi documentati nel vademecum di rete (non catalogo clinico esaustivo): accesso diretto o su invio di altro servizio; accoglienza e ascolto; visite psichiatriche e psicologiche; valutazione e raccordo con la rete nei casi in cui emergano situazioni di rischio/violenza, nel rispetto del percorso terapeutico.";Profilo di servizio del vademecum interistituzionale ASL Roma 6/Procura — non esaustivo;Contattare il servizio per primo accesso e bacino territoriale;"Lun–ven 08:00–20:00; sab 08:00–14:00";https://conteinrete.it/vademecum/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://conteinrete.it/vademecum/;;
R6-07;SerD Anzio/Nettuno;ASL Roma 6;SerD;Anzio;Via Casal di Claudia, 168;0693276398 / 0693276135 / 0693276588 / 0693276587 / 0693276397;serd.anzio@aslroma6.it;"Servizi documentati nel vademecum di rete (non catalogo clinico esaustivo): accesso diretto o su invio; accoglienza; valutazione diagnostica multidisciplinare medica, psichiatrica, psicologica e sociale; definizione di un percorso terapeutico personalizzato; orientamento e accompagnamento di utenti e familiari; presa in carico terapeutica e lavoro di rete. Ad Anzio è inoltre documentato un Ambulatorio Specialistico GAP per i disturbi da gioco d'azzardo.";Profilo di servizio del vademecum interistituzionale ASL Roma 6/Procura — non esaustivo;Contattare la sede per conferma e modalità di accesso;ND — non documentato nelle fonti consultate;https://conteinrete.it/vademecum/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://conteinrete.it/vademecum/;;
R6-08;SerD Ciampino;ASL Roma 6;SerD;Ciampino;Viale del Lavoro, 69;0693275592 / 0693275593 / 0693275594 / 0693275595 / 0693275596 / 0679321549;serd.ciampino@aslroma6.it;"Servizi documentati nel vademecum di rete (non catalogo clinico esaustivo): accesso diretto o su invio; accoglienza; valutazione diagnostica multidisciplinare medica, psichiatrica, psicologica e sociale; definizione di un percorso terapeutico personalizzato; orientamento e accompagnamento di utenti e familiari; presa in carico terapeutica e lavoro di rete.";Profilo di servizio del vademecum interistituzionale ASL Roma 6/Procura — non esaustivo;Contattare la sede per conferma e modalità di accesso;"Lun 08:00–13:00; mar 08:30–13:00 senza appuntamento e 16:00–19:00 su appuntamento; mer–ven 09:00–13:00";https://conteinrete.it/vademecum/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://conteinrete.it/vademecum/;;
R6-09;SerD Frascati;ASL Roma 6;SerD;Frascati;Via Gregoriana, 27;0693274115 / 0693274116 / 0693274117;serd.frascati@aslroma6.it;"Servizi documentati nel vademecum di rete (non catalogo clinico esaustivo): accesso diretto o su invio; accoglienza; valutazione diagnostica multidisciplinare medica, psichiatrica, psicologica e sociale; definizione di un percorso terapeutico personalizzato; orientamento e accompagnamento di utenti e familiari; presa in carico terapeutica e lavoro di rete.";Profilo di servizio del vademecum interistituzionale ASL Roma 6/Procura — non esaustivo;Contattare la sede per conferma e modalità di accesso;"Lun 08:00–13:00 senza appuntamento e 14:00–19:00 su appuntamento; mar/gio/ven 08:00–14:00; mer 08:00–12:00 su appuntamento e 12:00–19:00 senza appuntamento";https://conteinrete.it/vademecum/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://conteinrete.it/vademecum/;;
R6-10;SerD Genzano;ASL Roma 6;SerD;Genzano di Roma;Via Ospedale Vecchio, 4;0693274680 / 0693274681 / 0693274682;serd.genzano@aslroma6.it;"Servizi documentati nel vademecum di rete (non catalogo clinico esaustivo): accesso diretto o su invio; accoglienza; valutazione diagnostica multidisciplinare medica, psichiatrica, psicologica e sociale; definizione di un percorso terapeutico personalizzato; orientamento e accompagnamento di utenti e familiari; presa in carico terapeutica e lavoro di rete.";Profilo di servizio del vademecum interistituzionale ASL Roma 6/Procura — non esaustivo;Contattare la sede per conferma e modalità di accesso;ND — non documentato nelle fonti consultate;https://conteinrete.it/vademecum/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://conteinrete.it/vademecum/;;
R6-11;SerD Velletri;ASL Roma 6;SerD;Velletri;Via Orti Ginnetti, 55;0693272141;serd.velletri@aslroma6.it;"Servizi documentati nel vademecum di rete (non catalogo clinico esaustivo): accesso diretto o su invio; accoglienza; valutazione diagnostica multidisciplinare medica, psichiatrica, psicologica e sociale; definizione di un percorso terapeutico personalizzato; orientamento e accompagnamento di utenti e familiari; presa in carico terapeutica e lavoro di rete.";Profilo di servizio del vademecum interistituzionale ASL Roma 6/Procura — non esaustivo;Contattare la sede per conferma e modalità di accesso;"Lun/mar/gio/ven 08:00–13:00; mer 14:00–19:00";https://conteinrete.it/vademecum/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://conteinrete.it/vademecum/;;
R6-12;CSM Ariccia;ASL Roma 6;CSM;Ariccia;Via delle Cerquette, 2;0693273753;csm.ariccia@aslroma6.it;"Accoglienza e ascolto; accesso diretto o su invio; visite psichiatriche e psicologiche; lavoro di rete e presa in carico secondo DSM-DP.";Sede specifica nel vademecum interistituzionale;"Accesso diretto o su invio di altro servizio; prima accoglienza lun/mer/ven 09:30–10:30";"Lun–ven 07:30–19:30; sab 07:30–13:30";https://conteinrete.it/vademecum/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://conteinrete.it/vademecum/;;
RI-01;DSM Rieti — riferimento organizzativo;ASL Rieti;DSM;Rieti;ND — non documentato nelle fonti consultate;0746278758 / 0746278743;dtpsm@asl.rieti.it;Direzione e coordinamento dipartimentale della prevenzione, cura e riabilitazione nell'area salute mentale e dipendenze lungo il ciclo di vita.;Nodo organizzativo — profilo dipartimentale ufficiale;ND — non documentato nelle fonti consultate;ND — non documentato nelle fonti consultate;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale;;
RI-02;CSM Rieti — Distretto 1;ASL Rieti;CSM;Rieti;Via Salaria per Roma, 36;0746278901 / 0746278903 / 0746278904 / 0746278905 / 0746278906 / 0746278918;ND — non documentato nelle fonti consultate;"Accoglienza e ascolto; interventi terapeutici programmati; trattamenti ambulatoriali anche ad accesso diretto con colloqui e visite psichiatriche, consulenze urgenti e consulenze per invii MMG; supporto psicosociale; psicoterapia/colloqui psicologici; trattamento terapeutico-riabilitativo e psicoeducazionale; teleconsulto/televisita/telesupporto; interventi domiciliari; somministrazione farmacologica infermieristica; rete sociale, Centri Diurni/comunità/SPDC e progetti di inclusione.";Profilo ufficiale comune ai CSM ASL Rieti — Carta dei Servizi;ND — non documentato nelle fonti consultate;"Lun–ven 07:30–20:30; sab 08:00–14:00 (attività ambulatoriale; attività programmate anche sabato)";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;;
RI-03;CSM Poggio Mirteto — Distretto 2;ASL Rieti;CSM;Poggio Mirteto;Via Finocchieto, snc;0765448249;csmpoggiomirteto@asl.rieti.it;"Accoglienza e ascolto; interventi terapeutici programmati; trattamenti ambulatoriali anche ad accesso diretto con colloqui e visite psichiatriche, consulenze urgenti e consulenze per invii MMG; supporto psicosociale; psicoterapia/colloqui psicologici; trattamento terapeutico-riabilitativo e psicoeducazionale; teleconsulto/televisita/telesupporto; interventi domiciliari; somministrazione farmacologica infermieristica; rete sociale, Centri Diurni/comunità/SPDC e progetti di inclusione.";Profilo ufficiale comune ai CSM ASL Rieti — Carta dei Servizi;ND — non documentato nelle fonti consultate;"Mer/gio/sab 08:00–14:00; lun/mar/ven 08:00–20:00";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/csm-distretto-2;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/csm-distretto-2;;
RI-04;CSM Cicolano — Peschieta di Fiamignano;ASL Rieti;CSM;Fiamignano;Via Don Agostino Gismondi, 2;074654801;s.depersis@asl.rieti.it;"Accoglienza e ascolto; interventi terapeutici programmati; trattamenti ambulatoriali anche ad accesso diretto con colloqui e visite psichiatriche, consulenze urgenti e consulenze per invii MMG; supporto psicosociale; psicoterapia/colloqui psicologici; trattamento terapeutico-riabilitativo e psicoeducazionale; teleconsulto/televisita/telesupporto; interventi domiciliari; somministrazione farmacologica infermieristica; rete sociale, Centri Diurni/comunità/SPDC e progetti di inclusione.";Profilo ufficiale comune ai CSM ASL Rieti — Carta dei Servizi;ND — non documentato nelle fonti consultate;Lun–ven 08:00–14:00;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;;
RI-05;SerD Rieti;ASL Rieti;SerD;Rieti;Via Salaria per Roma, 36;0746278935 / 0746278936;sert@asl.rieti.it;"Valutazione e presa in carico terapeutico-riabilitativa per disturbi da uso di sostanze e nuove dipendenze; la rete comprende sedi territoriali, attività per la popolazione detenuta e un ambulatorio specialistico per il disturbo da gioco d'azzardo.";Profilo ufficiale della rete dipendenze ASL Rieti;ND — non documentato nelle fonti consultate;"Lun–ven 07:40–11:00 e 12:00–13:30; mar/gio 14:30–17:00 su appuntamento";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uos-attivita-terapeutico-riabilitative-per-i-disturbi-da-uso-di-sostanze-e-nuove-dipendenze | https://www.asl.rieti.it/guida-ai-servizi/disturbo-da-gioco-dazzardo;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uos-attivita-terapeutico-riabilitative-per-i-disturbi-da-uso-di-sostanze-e-nuove-dipendenze | https://www.asl.rieti.it/guida-ai-servizi/disturbo-da-gioco-dazzardo;;
RI-06;SerD Poggio Mirteto;ASL Rieti;SerD;Poggio Mirteto;Via Finocchieto, snc;0765448247;ND — non documentato nelle fonti consultate;"Valutazione e presa in carico terapeutico-riabilitativa per disturbi da uso di sostanze e nuove dipendenze; la rete comprende sedi territoriali, attività per la popolazione detenuta e un ambulatorio specialistico per il disturbo da gioco d'azzardo.";Profilo ufficiale della rete dipendenze ASL Rieti;"Contattare la sede per accesso/valutazione; venerdì solo su appuntamento";"Lun 08:30–12:30; ven 08:30–12:30 solo su appuntamento";https://www.asl.rieti.it/guida-ai-servizi/disturbo-da-gioco-dazzardo;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.rieti.it/guida-ai-servizi/disturbo-da-gioco-dazzardo;;
RI-07;Alcologia e patologie correlate Rieti;ASL Rieti;Alcologia;Rieti;Via Salaria per Roma, 36;0746278922;ND — non documentato nelle fonti consultate;Valutazione e trattamento dei problemi correlati all’alcol;Dato già presente nel censimento precedente;ND — non documentato nelle fonti consultate;ND — non documentato nelle fonti consultate;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti-aree-e-staff/dipartimento-tutela-e-promozione-della-salute-mentale/uoc-patologia-da-dipendenza/alcologia-e-patologie-correlate/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti-aree-e-staff/dipartimento-tutela-e-promozione-della-salute-mentale/uoc-patologia-da-dipendenza/alcologia-e-patologie-correlate/;;
RI-08;Ambulatorio CSM Leonessa;ASL Rieti;Ambulatorio CSM;Leonessa;Via del Corso, snc;074692351;ND — non documentato nelle fonti consultate;"Accoglienza e ascolto; interventi terapeutici programmati; trattamenti ambulatoriali anche ad accesso diretto con colloqui e visite psichiatriche, consulenze urgenti e consulenze per invii MMG; supporto psicosociale; psicoterapia/colloqui psicologici; trattamento terapeutico-riabilitativo e psicoeducazionale; teleconsulto/televisita/telesupporto; interventi domiciliari; somministrazione farmacologica infermieristica; rete sociale, Centri Diurni/comunità/SPDC e progetti di inclusione.";Articolazione territoriale documentata dalla ASL;ND — non documentato nelle fonti consultate;1° e 3° mercoledì del mese 10:30–13:00;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;;
RI-09;Ambulatorio CSM Antrodoco;ASL Rieti;Ambulatorio CSM;Antrodoco;Piazza Martiri della Libertà;074658201;ND — non documentato nelle fonti consultate;"Accoglienza e ascolto; interventi terapeutici programmati; trattamenti ambulatoriali anche ad accesso diretto con colloqui e visite psichiatriche, consulenze urgenti e consulenze per invii MMG; supporto psicosociale; psicoterapia/colloqui psicologici; trattamento terapeutico-riabilitativo e psicoeducazionale; teleconsulto/televisita/telesupporto; interventi domiciliari; somministrazione farmacologica infermieristica; rete sociale, Centri Diurni/comunità/SPDC e progetti di inclusione.";Articolazione territoriale documentata dalla ASL;ND — non documentato nelle fonti consultate;2° e 4° mercoledì del mese 11:00–14:00;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;;
RI-10;Ambulatorio CSM Amatrice;ASL Rieti;Ambulatorio CSM;Amatrice;Via F. Grifoni, 26;07468291;ND — non documentato nelle fonti consultate;"Accoglienza e ascolto; interventi terapeutici programmati; trattamenti ambulatoriali anche ad accesso diretto con colloqui e visite psichiatriche, consulenze urgenti e consulenze per invii MMG; supporto psicosociale; psicoterapia/colloqui psicologici; trattamento terapeutico-riabilitativo e psicoeducazionale; teleconsulto/televisita/telesupporto; interventi domiciliari; somministrazione farmacologica infermieristica; rete sociale, Centri Diurni/comunità/SPDC e progetti di inclusione.";Articolazione territoriale documentata dalla ASL;ND — non documentato nelle fonti consultate;1° e 3° giovedì del mese 10:00–13:00;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;;
RI-11;Ambulatorio CSM Passo Corese;ASL Rieti;Ambulatorio CSM;Fara in Sabina;Via Garibaldi, 17;0746279055;ND — non documentato nelle fonti consultate;"Accoglienza e ascolto; interventi terapeutici programmati; trattamenti ambulatoriali anche ad accesso diretto con colloqui e visite psichiatriche, consulenze urgenti e consulenze per invii MMG; supporto psicosociale; psicoterapia/colloqui psicologici; trattamento terapeutico-riabilitativo e psicoeducazionale; teleconsulto/televisita/telesupporto; interventi domiciliari; somministrazione farmacologica infermieristica; rete sociale, Centri Diurni/comunità/SPDC e progetti di inclusione.";Articolazione territoriale documentata dalla ASL;ND — non documentato nelle fonti consultate;Lun–ven 08:00–14:00;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/csm-distretto-2;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/csm-distretto-2;;
RI-12;Ambulatorio CSM Magliano Sabina;ASL Rieti;Ambulatorio CSM;Magliano Sabina;Vocabolo Filoni, 1 — 2° piano;0744912263;ND — non documentato nelle fonti consultate;"Accoglienza e ascolto; interventi terapeutici programmati; trattamenti ambulatoriali anche ad accesso diretto con colloqui e visite psichiatriche, consulenze urgenti e consulenze per invii MMG; supporto psicosociale; psicoterapia/colloqui psicologici; trattamento terapeutico-riabilitativo e psicoeducazionale; teleconsulto/televisita/telesupporto; interventi domiciliari; somministrazione farmacologica infermieristica; rete sociale, Centri Diurni/comunità/SPDC e progetti di inclusione.";Articolazione territoriale documentata dalla ASL;ND — non documentato nelle fonti consultate;Venerdì 09:00–13:00;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/csm-distretto-2;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/csm-distretto-2;;
RI-13;Ambulatorio CSM Osteria Nuova;ASL Rieti;Ambulatorio CSM;Poggio Moiano / Osteria Nuova;Viale Europa, 13;0765448249;ND — non documentato nelle fonti consultate;"Accoglienza e ascolto; interventi terapeutici programmati; trattamenti ambulatoriali anche ad accesso diretto con colloqui e visite psichiatriche, consulenze urgenti e consulenze per invii MMG; supporto psicosociale; psicoterapia/colloqui psicologici; trattamento terapeutico-riabilitativo e psicoeducazionale; teleconsulto/televisita/telesupporto; interventi domiciliari; somministrazione farmacologica infermieristica; rete sociale, Centri Diurni/comunità/SPDC e progetti di inclusione.";Articolazione territoriale documentata dalla ASL;ND — non documentato nelle fonti consultate;Lunedì 09:30–12:30;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/csm-distretto-2;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/csm-distretto-2;;
