"dataset";"record_id";"nome";"campo";"precedente";"valore_v7_6";"data_riesame";"stato_riesame";"fonti";"metodi";"nota"
"rete";"NET-035";"Centro Diurno Riabilitativo Distretto 2";"indirizzo";"Viale Mediterraneo, 35";"Viale Mediterraneo 35, Ladispoli";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-035";"Centro Diurno Riabilitativo Distretto 2";"telefono";"06 96669985/6";"06 96669985 / 06 96669986";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-035";"Centro Diurno Riabilitativo Distretto 2";"email";"";"cdr.f2@aslroma4.it / centrodiurno2@aslroma4.it";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-035";"Centro Diurno Riabilitativo Distretto 2";"orari";"Lun/ven 08:00-14:00; mar-mer-gio 08:00-17:30";"Lun e ven 08–14; mar, mer e gio 08–17:30";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-035";"Centro Diurno Riabilitativo Distretto 2";"accesso";"Su progetto terapeutico DSM";"Progetto personalizzato concordato con l’équipe curante del CSM di residenza.";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-036";"Centro Diurno Riabilitativo Distretto 3";"indirizzo";"Via Trento, 18";"Via Trento 18, Bracciano";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-036";"Centro Diurno Riabilitativo Distretto 3";"telefono";"06 96669211 / 209 / 212";"06 96669211 / 06 96669209 / 06 96669212";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-036";"Centro Diurno Riabilitativo Distretto 3";"email";"";"centrodiurno.f3@aslroma4.it / centrodiurno3@aslroma4.it";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-036";"Centro Diurno Riabilitativo Distretto 3";"orari";"Lun-gio 08:00-17:30; ven 08:00-14:00";"Lun–gio 08–17:30; ven 08–14";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-036";"Centro Diurno Riabilitativo Distretto 3";"accesso";"Su progetto terapeutico DSM";"Progetto personalizzato concordato con l’équipe curante del CSM di residenza.";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-037";"Centro Diurno Riabilitativo Distretto 4";"indirizzo";"Via B. Lesen, 9-11";"Via B. Lesen 9–11, Campagnano di Roma";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-037";"Centro Diurno Riabilitativo Distretto 4";"telefono";"06 96669248";"06 96669248";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-037";"Centro Diurno Riabilitativo Distretto 4";"email";"";"centrodiurno4@aslroma4.it";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-037";"Centro Diurno Riabilitativo Distretto 4";"orari";"Lun/gio 08:00-17:30; mar/mer/ven 08:00-14:00";"Lun e gio 08–17:30; mar, mer e ven 08–14";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-037";"Centro Diurno Riabilitativo Distretto 4";"accesso";"Su progetto terapeutico DSM";"Progetto personalizzato concordato con l’équipe curante del CSM di residenza.";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";""
"rete";"NET-038";"SRTRe Il Melograno";"indirizzo";"";"Via Fra Giovanni 38, Bracciano";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";"Dieci posti sono una dotazione indicata dalla pagina: non sono posti liberi né una quantificazione di posti contrattualizzati."
"rete";"NET-038";"SRTRe Il Melograno";"telefono";"";"06 99890300";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";"Dieci posti sono una dotazione indicata dalla pagina: non sono posti liberi né una quantificazione di posti contrattualizzati."
"rete";"NET-038";"SRTRe Il Melograno";"email";"";"ctr@aslroma4.it";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";"Dieci posti sono una dotazione indicata dalla pagina: non sono posti liberi né una quantificazione di posti contrattualizzati."
"rete";"NET-038";"SRTRe Il Melograno";"orari";"";"Struttura aperta H24; orari di segreteria non documentati separatamente.";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";"Dieci posti sono una dotazione indicata dalla pagina: non sono posti liberi né una quantificazione di posti contrattualizzati."
"rete";"NET-038";"SRTRe Il Melograno";"posti_dichiarati";"";"10";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";"Dieci posti sono una dotazione indicata dalla pagina: non sono posti liberi né una quantificazione di posti contrattualizzati."
"rete";"NET-038";"SRTRe Il Melograno";"accesso";"Su invio/progetto DSM";"Esclusivamente su proposta del CSM territorialmente competente.";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";"Dieci posti sono una dotazione indicata dalla pagina: non sono posti liberi né una quantificazione di posti contrattualizzati."
"rete";"NET-038";"SRTRe Il Melograno";"destinatari";"";"Persone con gravi disturbi mentali residenti nel territorio ASL Roma 4.";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";"Dieci posti sono una dotazione indicata dalla pagina: non sono posti liberi né una quantificazione di posti contrattualizzati."
"rete";"NET-038";"SRTRe Il Melograno";"servizi";"Trattamento residenziale terapeutico-riabilitativo estensivo";"Progetto terapeutico-riabilitativo individualizzato; riabilitazione, interventi individuali e di gruppo, trattamento farmacologico e incontri familiari.";"2026-09-21";"riesame_parziale";"https://www.aslroma4.it/strutture-sanitarie/strutture-di-salute-mentale";"pagina_ufficiale";"Dieci posti sono una dotazione indicata dalla pagina: non sono posti liberi né una quantificazione di posti contrattualizzati."
"rete";"VT-02";"CSM / ambulatorio Acquapendente";"indirizzo";"Via Palmiro Togliatti, 14";"Via Palmiro Togliatti 14, Acquapendente";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-02";"CSM / ambulatorio Acquapendente";"telefono";"0763711205";"0763 711205";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-02";"CSM / ambulatorio Acquapendente";"orari";"Mer/ven 09–13:30";"Mer e ven 09–13:30";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-03";"CSM / ambulatorio Bagnoregio";"indirizzo";"Via Fratelli Agosti, 6";"Via Fratelli Agosti 6, Bagnoregio";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-03";"CSM / ambulatorio Bagnoregio";"telefono";"07611860426";"0761 1860426";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-03";"CSM / ambulatorio Bagnoregio";"orari";"Lun/ven 09–13:30";"Lun e ven 09–13:30";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-04";"CSM / ambulatorio Canino";"indirizzo";"Via Bachelet";"Via Bachelet, Canino";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-04";"CSM / ambulatorio Canino";"telefono";"0761338594";"0761 338594";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-04";"CSM / ambulatorio Canino";"orari";"Gio 09–13";"Gio 09–13";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-05";"CSM / ambulatorio Montalto di Castro";"indirizzo";"Via della Stazione, 1";"Strada Castrense snc, Villa Ilvana, Montalto di Castro";"2026-09-21";"incongruenza_fonti";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente. La pagina acquisita riporta strada Castrense; altra versione indicizzata riporta Via della Stazione. Confermare la sede prima di recarsi: non attestato un trasferimento nel 2026."
"rete";"VT-05";"CSM / ambulatorio Montalto di Castro";"telefono";"0766846502";"0766 846502";"2026-09-21";"incongruenza_fonti";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente. La pagina acquisita riporta strada Castrense; altra versione indicizzata riporta Via della Stazione. Confermare la sede prima di recarsi: non attestato un trasferimento nel 2026."
"rete";"VT-05";"CSM / ambulatorio Montalto di Castro";"orari";"Mer/ven 09–13:30";"Mer e ven 09–13:30";"2026-09-21";"incongruenza_fonti";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente. La pagina acquisita riporta strada Castrense; altra versione indicizzata riporta Via della Stazione. Confermare la sede prima di recarsi: non attestato un trasferimento nel 2026."
"rete";"VT-06";"CSM / ambulatorio Montefiascone";"indirizzo";"Via Dante Alighieri, 100";"Via Dante Alighieri 100, Montefiascone";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-06";"CSM / ambulatorio Montefiascone";"telefono";"07611860337 / 0761825716";"0761 1860337 / 0761 825716";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-06";"CSM / ambulatorio Montefiascone";"orari";"Lun–ven 08:00–20:00; sab e prefestivi 08:00–14:00";"Lun–ven 08–20; sab e prefestivi 08–14";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-07";"CSM / ambulatorio Tarquinia";"indirizzo";"Via Suor Serafina Giudici";"Via Suor Serafina Giudici, Tarquinia";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-07";"CSM / ambulatorio Tarquinia";"telefono";"0766840664";"0766 840664";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-07";"CSM / ambulatorio Tarquinia";"orari";"Lun–ven 08:00–20:00; sab e prefestivi 08:00–14:00";"Lun–ven 08–20; sab e prefestivi 08–14";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-08";"CSM / ambulatorio Tuscania";"indirizzo";"Piazza F. Basile";"Piazza F. Basile, Tuscania";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-08";"CSM / ambulatorio Tuscania";"telefono";"0761338817";"0761 338817";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-08";"CSM / ambulatorio Tuscania";"orari";"Lun/gio 09–13:30";"Lun e gio 09–13:30";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-09";"CSM / ambulatorio Valentano";"indirizzo";"Via delle Mura Castellane, 28";"Via delle Mura Castellane 28, Valentano";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-09";"CSM / ambulatorio Valentano";"telefono";"0763711205 / 07611860450";"0763 711205 / 0761 1860450";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-09";"CSM / ambulatorio Valentano";"orari";"Lun/mer 09–13:30";"Lun e mer 09–13:30";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-10";"CSM / ambulatorio Orte";"indirizzo";"Via A. Gramsci, 41";"Via A. Gramsci 41, Orte";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-10";"CSM / ambulatorio Orte";"telefono";"0761338214";"0761 338214";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-10";"CSM / ambulatorio Orte";"orari";"Mar 08–14";"Mar 08–14";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-11";"CSM / ambulatorio Soriano nel Cimino";"indirizzo";"Via Innocenzo VIII";"Via Innocenzo VIII, Soriano nel Cimino";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-11";"CSM / ambulatorio Soriano nel Cimino";"telefono";"0761745777";"0761 745777";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-11";"CSM / ambulatorio Soriano nel Cimino";"orari";"Lun 09–13";"Lun 09–13";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-12";"CSM / ambulatorio Viterbo";"indirizzo";"Via Enrico Fermi, 15";"Via E. Fermi 15, Viterbo";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-12";"CSM / ambulatorio Viterbo";"telefono";"0761236833";"0761 236833";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-12";"CSM / ambulatorio Viterbo";"orari";"Lun–ven 08:00–20:00; sab e prefestivi 08:00–14:00";"Lun–ven 08–20; sab e prefestivi 08–14";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-13";"CSM / ambulatorio Capranica";"indirizzo";"Strada Cassia, km 53.900";"Strada Cassia km 53.900, Capranica";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-13";"CSM / ambulatorio Capranica";"telefono";"0761678555 / 0761678591";"0761 678555 / 0761 678591";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-13";"CSM / ambulatorio Capranica";"orari";"Mar/gio 09–13:30";"Mar e gio 09–13:30";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-14";"CSM / ambulatorio Civita Castellana";"indirizzo";"Via Francesco Petrarca, snc";"Via Francesco Petrarca snc, Civita Castellana";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-14";"CSM / ambulatorio Civita Castellana";"telefono";"0761592331";"0761 592331";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-14";"CSM / ambulatorio Civita Castellana";"orari";"Lun–ven 08:00–20:00; sab e prefestivi 08:00–14:00";"Lun–ven 08–20; sab e prefestivi 08–14";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-15";"CSM / ambulatorio Fabrica di Roma";"indirizzo";"Vicolo della Pace, 2";"Vicolo della Pace 2, Fabrica di Roma";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-15";"CSM / ambulatorio Fabrica di Roma";"telefono";"0761569089";"0761 569089";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-15";"CSM / ambulatorio Fabrica di Roma";"orari";"Gio 09–13:30";"Gio 09–13:30";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-16";"CSM / ambulatorio Nepi";"indirizzo";"Via Tre Portoni, 2";"Via Tre Portoni 2, Nepi";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-16";"CSM / ambulatorio Nepi";"telefono";"0761570394";"0761 570394";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-16";"CSM / ambulatorio Nepi";"orari";"Lun 09–13:30";"Lun 09–13:30";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-17";"CSM / ambulatorio Ronciglione";"indirizzo";"Via Ospedale Sant’Anna, 17";"Via Ospedale Sant’Anna 17, Ronciglione";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-17";"CSM / ambulatorio Ronciglione";"telefono";"0761651298";"0761 651298";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-17";"CSM / ambulatorio Ronciglione";"orari";"Lun/mer 09–13:30";"Lun e mer 09–13:30";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-18";"CSM / ambulatorio Vetralla";"indirizzo";"Via Gilberto Pietrella, 5";"Via Gilberto Pietrella 5, Vetralla";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-18";"CSM / ambulatorio Vetralla";"telefono";"0761338806";"0761 338806";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-18";"CSM / ambulatorio Vetralla";"orari";"Lun–ven 08:00–20:00; sab e prefestivi 08:00–14:00";"Lun–ven 08–20; sab 08–14";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-19";"CSM / ambulatorio Vignanello";"indirizzo";"Via Donatori di Sangue, snc";"Via Donatori di Sangue snc, Vignanello";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-19";"CSM / ambulatorio Vignanello";"telefono";"0761592462";"0761 592462";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"VT-19";"CSM / ambulatorio Vignanello";"orari";"Lun/gio/ven 09–13:30";"Lun, gio e ven 09–13:30";"2026-09-21";"riesame_parziale";"https://asl.vt.it/csm-centro-di-salute-mentale";"pagina_ufficiale";"Informazioni di sede riscontrate nella pagina pubblica ASL con aggiornamento dichiarato 16/04/2025; disponibilità attuale non confermata telefonicamente."
"rete";"RI-02";"CSM Rieti — Distretto 1";"indirizzo";"Via Salaria per Roma, 36";"Via Salaria per Roma 36, Rieti";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
